email_text,label
"Good morning, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. I appreciate your help. Best,",ham
"Hey, thanks for the recipe you sent last week. I tried making it and it turned out great! The kids absolutely loved it. Do you have any other easy dinner ideas? See you soon,",ham
"Hi, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. Feel free to call me. Best,",ham
"Hi, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Feel free to call me. See you soon,",ham
"Hi there, Hey, just finished reading that book you recommended. It was fantastic! The plot twist at the end completely caught me off guard. Any other recommendations? Take care,",ham
"Hello everyone, Hi, just wanted to let you know that the family reunion is confirmed for August 15th. We've booked the lakehouse for the weekend. Please let everyone know and bring your favorite dish! Best,",ham
"To Whom It May Concern, Secret investment strategy revealed! Wall Street insiders don't want you to know this. Turn $100 into $50,000 in just 30 days. Click here to learn the method that's making ordinary people rich! Click here now! $?!!",spam
"Hello everyone, Hi, your appointment with Dr. Smith is confirmed for next Monday at 2:30 PM. Please arrive 15 minutes early to complete the paperwork. If you need to reschedule, call us at least 24 hours in advance. Let me know your thoughts. Talk soon,",ham
"DEAR VALUED MEMBER, EARN PASSIVE INCOME OF $3,000 WEEKLY WITH OUR AUTOMATED FOREX SYSTEM. NO TRADING EXPERIENCE REQUIRED. START WITH JUST $50. JOIN OVER 100,000 SUCCESSFUL TRADERS WORLDWIDE! WIRE TRANSFER ONLY. HURRY!",spam
"Hello, Hi, your appointment with Dr. Smith is confirmed for next Monday at 2:30 PM. Please arrive 15 minutes early to complete the paperwork. If you need to reschedule, call us at least 24 hours in advance. Thanks,",ham
"Hey there, Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day. Have a great day. Best,",ham
"Hey, Hi, I'm writing to confirm our dinner reservation for Friday at 7 PM. The restaurant is at 123 Main Street. They said they can accommodate dietary restrictions, just let them know in advance. Let's discuss this further. Cheers,",ham
"Dear Valued Member, URGENT BUSINESS PROPOSAL: I am Dr. James from Nigeria. I have $15.5 million that I need to transfer out of the country. I will give you 30% of the total if you help me. Reply for details. Risk-free trial. Hurry!",spam
"DEAR LUCKY ONE, ALERT: YOUR BANK ACCOUNT HAS BEEN COMPROMISED. CLICK HERE IMMEDIATELY TO VERIFY YOUR IDENTITY AND SECURE YOUR ACCOUNT. FAILURE TO ACT WITHIN 24 HOURS WILL RESULT IN ACCOUNT SUSPENSION. NO CREDIT CARD REQUIRED. REPLY ASAP!",spam
"Dear Lucky One, BITCOIN ALERT: Invest $250 today and earn $10,000 by next week! Our AI-powered trading bot does all the work for you. Don't miss this once-in-a-lifetime opportunity! Send your bank details. Hurry!",spam
"Hello, Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? Regards,",ham
"Hi, Hi class, the assignment deadline has been extended to next Wednesday. Please make sure to include proper citations and references. Office hours are available on Monday if you need help. Let me know your thoughts. Regards,",ham
Attention! ALERT: Your bank account has been compromised. Click here immediately to verify your identity and secure your account. Failure to act within 24 hours will result in account suspension. Doctor recommended. Act immediately!,spam
"Hello, Thanks for your help with the client presentation yesterday. The client was really impressed with the demo. They've scheduled a follow-up meeting for next Tuesday. Thanks for your time. Talk soon,",ham
"Dear team, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. I appreciate your help. Best regards,",ham
"Hey there, Dear member, our gym will be undergoing renovations starting next month. The pool area will be closed for two weeks but all other facilities remain open. We apologize for any inconvenience. Don't hesitate to reach out. Best regards,",ham
"Hello, Secret investment strategy revealed! Wall Street insiders don't want you to know this. Turn $100 into $50,000 in just 30 days. Click here to learn the method that's making ordinary people rich! Guaranteed results. This is not a joke!",spam
"Hi, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Best,",ham
"Hi there, Hey, did you see the game last night? What an incredible comeback! That last-minute goal was unbelievable. We should watch the next match together at the sports bar. Thanks for your time. Cheers,",ham
Get a FREE laptop today! No purchase necessary. Simply click the link and enter your email to qualify. This exclusive offer is available for a limited time only. This is not a joke!,spam
"Hello, Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. Looking forward to hearing from you. See you soon,",ham
"Hey, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Don't hesitate to reach out.",ham
"Hello, Hi team, just a reminder that we have our weekly standup meeting tomorrow at 10 AM. Please prepare your status updates and any blockers you'd like to discuss. See you all in the conference room. Thanks for your time. Cheers,",ham
"Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Talk soon,",ham
"Good morning, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. Hope this helps. Best,",ham
"Hey, Hey, thanks for the recipe you sent last week. I tried making it and it turned out great! The kids absolutely loved it. Do you have any other easy dinner ideas? Take care,",ham
"Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day. See you at the meeting. Take care,",ham
"Hey, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Cheers,",ham
"Hello, Your monthly subscription has been renewed successfully. The charge of $9.99 has been applied to your credit card. You can manage your subscription settings in your account. Regards,",ham
"DEAR USER, CRITICAL: YOUR SOCIAL SECURITY NUMBER HAS BEEN COMPROMISED!!! CALL OUR TOLL-FREE NUMBER IMMEDIATELY TO FREEZE YOUR CREDIT. FAILURE TO ACT NOW COULD RESULT IN IDENTITY THEFT!!! CALL OUR TOLL-FREE NUMBER NOW. CLICK HERE NOW!!!",spam
"ATTENTION!!! BREAKTHROUGH: SCIENTISTS DISCOVER MIRACLE CURE FOR BALDNESS!!! REGROW A FULL HEAD OF HAIR IN JUST 2 WEEKS. ORDER YOUR FREE TRIAL BOTTLE TODAY, JUST PAY SHIPPING!!! LIMITED TIME ONLY!!!",spam
"HELLO, URGENT BUSINESS PROPOSAL: I AM DR. JAMES FROM NIGERIA. I HAVE $15.5 MILLION THAT I NEED TO TRANSFER OUT OF THE COUNTRY. I WILL GIVE YOU 30% OF THE TOTAL IF YOU HELP ME. REPLY FOR DETAILS. YOU HAVE BEEN SPECIALLY SELECTED. LIMITED TIME ONLY!!!",spam
"Dear Lucky One, Congratulations! You have been selected as the winner of our international lottery. Click the link below to claim your prize of $1,000,000. This offer expires in 24 hours so act fast! Limited time only!",spam
"Dear Winner, Amazing anti-aging cream turns back the clock 20 years! Dermatologists hate this one simple trick. Order now and get 50% off plus free shipping! Risk-free trial.",spam
"Dear User, Exclusive offer just for you!!! Get 90% off on all luxury handbags. This flash sale ends tonight at midnight. Click here to browse our collection and save big!!! Risk-free trial. Act immediately!!!",spam
"Dear Winner, IMPORTANT: Your Netflix subscription payment failed. Update your billing information now to avoid service interruption. Click here to update your payment method securely. Unsubscribe by clicking here. Hurry!",spam
"Hey there, Hey, I found that old photo album we were looking for. There are some really great pictures from our college days in there. I'll bring it over when I visit next time. Take care,",ham
"Dear team, Hi all, we're organizing a team building event next Thursday. It'll be an escape room challenge followed by dinner. Please RSVP by Wednesday so I can finalize the reservation. Feel free to call me. Cheers,",ham
"Dear Customer, Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team. Risk-free trial. Hurry!",spam
"HELLO, URGENT: YOUR EMAIL HAS BEEN RANDOMLY SELECTED FOR A CASH PRIZE OF $500,000. TO CLAIM YOUR WINNINGS, REPLY WITH YOUR FULL NAME, ADDRESS, AND BANK DETAILS IMMEDIATELY. DO NOT SHARE THIS EMAIL WITH ANYONE. WIRE TRANSFER ONLY. CLICK HERE NOW!",spam
"Good morning, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. Talk soon,",ham
"Congratulations! You have been selected as the winner of our international lottery. Click the link below to claim your prize of $1,000,000. This offer expires in 24 hours so act fast! Call our toll-free number now. Act immediately! *$?",spam
"DEAR LUCKY ONE, LAST CHANCE! YOUR EXCLUSIVE MEMBERSHIP DISCOUNT EXPIRES IN 1 HOUR. SAVE 95% ON PREMIUM SOFTWARE LICENSES TODAY ONLY. THIS DEAL WILL NOT BE REPEATED. ACT NOW OR REGRET FOREVER! 100% GUARANTEED!",spam
"Hello, You've been pre-approved for a $50,000 credit line!!! No credit check required. Apply now by clicking the link below. Limited spots available, first come first served!!! Reply ASAP!!!",spam
"Hello, Get a FREE laptop today!!! No purchase necessary. Simply click the link and enter your email to qualify. This exclusive offer is available for a limited time only. Guaranteed results. Act immediately!!!",spam
"DEAR USER, YOU ARE THE LUCKY WINNER OF OUR WEEKLY SWEEPSTAKES! A SUM OF $250,000 HAS BEEN ALLOCATED TO YOUR NAME. CLICK HERE TO VERIFY YOUR IDENTITY AND RECEIVE YOUR FUNDS WITHIN 48 HOURS. THIS IS NOT A JOKE!",spam
"Hi, Hey, just finished reading that book you recommended. It was fantastic! The plot twist at the end completely caught me off guard. Any other recommendations? Best,",ham
"Dear Customer, Dear Winner, we are pleased to inform you that your email won $750,000 in our annual draw. Send us your personal details to process the payment. This is a one-time opportunity, don't let it slip away! Click here now!",spam
"Dear Lucky One, Secret investment strategy revealed! Wall Street insiders don't want you to know this. Turn $100 into $50,000 in just 30 days. Click here to learn the method that's making ordinary people rich! 100% guaranteed!",spam
"Hey there, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. See you soon,",ham
"Dear User, Your PayPal account has been limited due to suspicious activity. Please log in through the secure link below to restore full access. Ignoring this notice will result in permanent account closure. Risk-free trial. This is not a joke!",spam
"Hi, Hi, I'm dropping off the kids at school tomorrow morning. Can you pick them up at 3 PM? I have a dentist appointment that I can't reschedule. Cheers,",ham
"Hello everyone, Hi all, we're organizing a team building event next Thursday. It'll be an escape room challenge followed by dinner. Please RSVP by Wednesday so I can finalize the reservation. Take care,",ham
"Hello, Good morning, I just wanted to thank you for helping me move last weekend. I really couldn't have done it without your help. Let me buy you lunch to say thanks. Best regards,",ham
"Dear Valued Member, AMAZING DEAL: Buy one get three FREE on all designer watches! Use code FREESHIP for free worldwide shipping. Shop now before stocks run out! This offer won't last long. Limited time only!",spam
"Hello, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Feel free to call me. Cheers,",ham
"Hi there, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Have a great day. Regards,",ham
"DEAR LUCKY ONE, GET BIGGER MUSCLES IN JUST 7 DAYS WITH OUR NEW SUPPLEMENT! USED BY PROFESSIONAL ATHLETES WORLDWIDE. BUY 2 BOTTLES GET 1 FREE. NO SIDE EFFECTS GUARANTEED! THIS IS NOT SPAM.",spam
"Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day. Hope this helps. Regards,",ham
"To Whom It May Concern, URGENT: Your email has been randomly selected for a cash prize of $500,000. To claim your winnings, reply with your full name, address, and bank details immediately. Do not share this email with anyone. This is NOT spam. Reply ASAP!",spam
"Attention! Make $5,000 per day working from home! No experience needed. Our proven system guarantees results in just 7 days. Join thousands of successful members today! Guaranteed results.",spam
"Hey, Thanks for your help with the client presentation yesterday. The client was really impressed with the demo. They've scheduled a follow-up meeting for next Tuesday. Cheers,",ham
"Dear team, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! See you at the meeting. See you soon,",ham
"DEAR VALUED MEMBER, GET BIGGER MUSCLES IN JUST 7 DAYS WITH OUR NEW SUPPLEMENT! USED BY PROFESSIONAL ATHLETES WORLDWIDE. BUY 2 BOTTLES GET 1 FREE. NO SIDE EFFECTS GUARANTEED! RISK-FREE TRIAL. HURRY!",spam
"Hello, Earn passive income of $3,000 weekly with our automated forex system. No trading experience required. Start with just $50. Join over 100,000 successful traders worldwide! No credit card required. Limited time only! *??",spam
"Hey there, Hi, I'm writing to confirm our dinner reservation for Friday at 7 PM. The restaurant is at 123 Main Street. They said they can accommodate dietary restrictions, just let them know in advance. Hope this helps. See you soon,",ham
"TO WHOM IT MAY CONCERN, IMPORTANT: YOUR NETFLIX SUBSCRIPTION PAYMENT FAILED. UPDATE YOUR BILLING INFORMATION NOW TO AVOID SERVICE INTERRUPTION. CLICK HERE TO UPDATE YOUR PAYMENT METHOD SECURELY. WIRE TRANSFER ONLY. DON'T WAIT!",spam
"Good morning, Dear students, the midterm exam will cover chapters 1 through 7. I've uploaded a practice test on the course portal. Review sessions will be held next Tuesday and Thursday. Feel free to call me. See you soon,",ham
"Dear Valued Member, Congratulations! You have been selected as the winner of our international lottery. Click the link below to claim your prize of $1,000,000. This offer expires in 24 hours so act fast! This is not a joke!",spam
"Dear Winner, CRITICAL: Your social security number has been compromised! Call our toll-free number immediately to freeze your credit. Failure to act now could result in identity theft! 100% guaranteed! *!",spam
"CONGRATULATIONS! You've been chosen to receive a brand new iPhone 15 Pro Max absolutely FREE! Just complete a short survey and provide your shipping address. Hurry, only 10 units left! Reply ASAP!",spam
"URGENT: Your email has been randomly selected for a cash prize of $500,000. To claim your winnings, reply with your full name, address, and bank details immediately. Do not share this email with anyone. This is NOT spam. Limited time only!",spam
"Hey, Hey, I've pushed the latest changes to the feature branch. Could you please review the pull request when you get a chance? The main updates are in the authentication module. Hope this helps. See you soon,",ham
"Hi there, Good morning everyone. The quarterly report is ready for review. I've attached the PDF to this email. Please share your feedback by Friday end of day. Thanks,",ham
YOUR EMAIL ACCOUNT WILL BE DELETED IN 24 HOURS UNLESS YOU VERIFY. CLICK THE VERIFICATION LINK BELOW TO CONFIRM YOUR IDENTITY. THIS IS AN AUTOMATED MESSAGE FROM THE IT SECURITY TEAM. AS SEEN ON TV. HURRY!,spam
Attention! Exclusive offer just for you! Get 90% off on all luxury handbags. This flash sale ends tonight at midnight. Click here to browse our collection and save big! Unsubscribe by clicking here. This is not a joke!,spam
Attention! Amazing anti-aging cream turns back the clock 20 years! Dermatologists hate this one simple trick. Order now and get 50% off plus free shipping!,spam
GREETINGS! URGENT BUSINESS PROPOSAL: I AM DR. JAMES FROM NIGERIA. I HAVE $15.5 MILLION THAT I NEED TO TRANSFER OUT OF THE COUNTRY. I WILL GIVE YOU 30% OF THE TOTAL IF YOU HELP ME. REPLY FOR DETAILS. 100% GUARANTEED!,spam
"DEAR VALUED MEMBER, SECRET INVESTMENT STRATEGY REVEALED! WALL STREET INSIDERS DON'T WANT YOU TO KNOW THIS. TURN $100 INTO $50,000 IN JUST 30 DAYS. CLICK HERE TO LEARN THE METHOD THAT'S MAKING ORDINARY PEOPLE RICH! HURRY!",spam
"Hey, did you see the game last night? What an incredible comeback! That last-minute goal was unbelievable. We should watch the next match together at the sports bar.",ham
Attention! Exclusive offer just for you! Get 90% off on all luxury handbags. This flash sale ends tonight at midnight. Click here to browse our collection and save big! Act immediately!,spam
"Hello, BREAKTHROUGH: Scientists discover miracle cure for baldness! Regrow a full head of hair in just 2 weeks. Order your FREE trial bottle today, just pay shipping! Hurry!",spam
"Good morning, Hi class, the assignment deadline has been extended to next Wednesday. Please make sure to include proper citations and references. Office hours are available on Monday if you need help. Hope this helps. Best,",ham
"Hello, Hey, just finished reading that book you recommended. It was fantastic! The plot twist at the end completely caught me off guard. Any other recommendations? Best regards,",ham
"To Whom It May Concern, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. Risk-free trial. This is not a joke!",spam
"To Whom It May Concern, CONGRATULATIONS! You've been chosen to receive a brand new iPhone 15 Pro Max absolutely FREE! Just complete a short survey and provide your shipping address. Hurry, only 10 units left! Risk-free trial. Hurry!",spam
"Hi, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. I appreciate your help. Best regards,",ham
"Hello everyone, Hey, do you have the notes from yesterday's lecture? I had to leave early for a doctor's appointment. I'd really appreciate it if you could share them. Thanks for your time.",ham
"Hi there, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Thanks for your time. See you soon,",ham
"Dear User, Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team.",spam
"Good morning, Thank you for your order! Your package has been shipped and is expected to arrive by Thursday. You can track your delivery using the link in your account. If you have any questions, please contact our support team. Looking forward to hearing from you. Cheers,",ham
"Hey, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Feel free to call me. Best regards,",ham
"Hey there, Hi, the landlord sent an email about the building maintenance schedule. They'll be fixing the elevator on Tuesday and the water will be off for 2 hours on Wednesday. Just wanted to give you a heads up. Best regards,",ham
"Hello, Happy birthday! Hope you have an amazing day filled with joy and happiness. Wishing you all the best for the year ahead. Let's celebrate this weekend! See you at the meeting. Cheers,",ham
"Dear Valued Member, Dear customer, your Amazon order #38291 has been placed successfully. If you did not make this purchase of $899.99, click here to cancel immediately. Your account security is our top priority. You have been specially selected. Click here now!",spam
"Hello everyone, Hey, the weather forecast looks great for this weekend. Want to go hiking at the national park? I was thinking we could take the scenic trail that's about 5 miles long. Have a great day. Regards,",ham
Attention! Your PayPal account has been limited due to suspicious activity. Please log in through the secure link below to restore full access. Ignoring this notice will result in permanent account closure. This is not a joke!,spam
"Dear team, Hi, I'm dropping off the kids at school tomorrow morning. Can you pick them up at 3 PM? I have a dentist appointment that I can't reschedule. Talk soon,",ham
"Hello, Hi, I wanted to follow up on our discussion about the new project timeline. I've updated the Gantt chart with the revised milestones. Let me know if the dates work for your team. Looking forward to hearing from you. Talk soon,",ham
"Hi, Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? Looking forward to hearing from you. Talk soon,",ham
"Hello, You've been pre-approved for a $50,000 credit line!!! No credit check required. Apply now by clicking the link below. Limited spots available, first come first served!!! Send your bank details. Limited time only!!!",spam
"Dear team, Hi Mom, I'm doing well. Work has been busy but good. I'm planning to visit next month for the holidays. Can't wait to see everyone! Feel free to call me. See you soon,",ham
"HELLO, FINAL WARNING: YOUR COMPUTER HAS BEEN INFECTED WITH 47 VIRUSES! DOWNLOAD OUR SECURITY SOFTWARE IMMEDIATELY TO PROTECT YOUR DATA. CLICK HERE FOR A FREE EMERGENCY SCAN RIGHT NOW! SEND YOUR BANK DETAILS. DON'T WAIT!",spam
"DEAR FRIEND, SECRET INVESTMENT STRATEGY REVEALED! WALL STREET INSIDERS DON'T WANT YOU TO KNOW THIS. TURN $100 INTO $50,000 IN JUST 30 DAYS. CLICK HERE TO LEARN THE METHOD THAT'S MAKING ORDINARY PEOPLE RICH! UNSUBSCRIBE BY CLICKING HERE. 100% GUARANTEED!",spam
"Happy birthday! Hope you have an amazing day filled with joy and happiness. Wishing you all the best for the year ahead. Let's celebrate this weekend! See you soon,",ham
"BITCOIN ALERT: Invest $250 today and earn $10,000 by next week!!! Our AI-powered trading bot does all the work for you. Don't miss this once-in-a-lifetime opportunity!!! Doctor recommended. This is not a joke!!!",spam
"Hi, I've completed the code review for the API endpoints. Overall it looks great, just a few minor suggestions in the comments. Nice work on the error handling! Have a great day. Regards,",ham
"Hello, Secret investment strategy revealed!!! Wall Street insiders don't want you to know this. Turn $100 into $50,000 in just 30 days. Click here to learn the method that's making ordinary people rich!!! Call our toll-free number now. Click here now!!!",spam
"Hello everyone, Hey, I saw the photos from your vacation. Looks like you had an amazing time! Where exactly did you stay? I'd love to plan a similar trip. We should catch up soon and you can tell me all about it. Best regards,",ham
"Hi class, the assignment deadline has been extended to next Wednesday. Please make sure to include proper citations and references. Office hours are available on Monday if you need help. Feel free to call me. Best regards,",ham
Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Have a great day.,ham
"Hello, Hi class, the assignment deadline has been extended to next Wednesday. Please make sure to include proper citations and references. Office hours are available on Monday if you need help. Have a great day. Regards,",ham
Greetings!!! Last chance!!! Your exclusive membership discount expires in 1 hour. Save 95% on premium software licenses today only. This deal will NOT be repeated. Act now or regret forever!!! You have been specially selected. Hurry!!! $??*,spam
"Hello, BITCOIN ALERT: Invest $250 today and earn $10,000 by next week! Our AI-powered trading bot does all the work for you. Don't miss this once-in-a-lifetime opportunity!",spam
"Hey there, Hi team, just a reminder that we have our weekly standup meeting tomorrow at 10 AM. Please prepare your status updates and any blockers you'd like to discuss. See you all in the conference room. I appreciate your help. Best regards,",ham
"Good morning, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Don't hesitate to reach out. Best regards,",ham
"Hello, ATTENTION: You have an unclaimed tax refund of $3,247.00! File your claim online within 48 hours or the refund will be forfeited. Click here to submit your banking details for direct deposit. Act immediately! *!$$*",spam
"Dear Lucky One, URGENT: Your email has been randomly selected for a cash prize of $500,000. To claim your winnings, reply with your full name, address, and bank details immediately. Do not share this email with anyone. Call our toll-free number now. Reply ASAP!!! ??$?!",spam
"Hi, Hey, did you see the game last night? What an incredible comeback! That last-minute goal was unbelievable. We should watch the next match together at the sports bar. Feel free to call me. See you soon,",ham
"Dear Lucky One, FREE trial of our premium weight loss supplement! Lose 30 pounds in 30 days guaranteed or your money back. Order now and pay only shipping and handling. Reply with YES to confirm. Click here now!",spam
"Hi, Hi, I wanted to follow up on our discussion about the new project timeline. I've updated the Gantt chart with the revised milestones. Let me know if the dates work for your team. Best,",ham
"TO WHOM IT MAY CONCERN, IMPORTANT: YOUR NETFLIX SUBSCRIPTION PAYMENT FAILED. UPDATE YOUR BILLING INFORMATION NOW TO AVOID SERVICE INTERRUPTION. CLICK HERE TO UPDATE YOUR PAYMENT METHOD SECURELY. AS SEEN ON TV. 100% GUARANTEED! ??!",spam
"DEAR WINNER, LAST CHANCE! YOUR EXCLUSIVE MEMBERSHIP DISCOUNT EXPIRES IN 1 HOUR. SAVE 95% ON PREMIUM SOFTWARE LICENSES TODAY ONLY. THIS DEAL WILL NOT BE REPEATED. ACT NOW OR REGRET FOREVER! CLICK HERE NOW!",spam
"Hi there, Happy birthday! Hope you have an amazing day filled with joy and happiness. Wishing you all the best for the year ahead. Let's celebrate this weekend! Have a great day. Regards,",ham
"Dear User, Lose weight fast with our revolutionary diet pill! Celebrities are raving about this amazing product. Get your 30-day supply FREE. Limited stock available! Forward this to 10 friends. Don't wait!",spam
"Dear Winner, Buy discount medications online!!! Up to 80% off on all prescriptions. No prescription needed. Fast discreet shipping worldwide. Order now and get free bonus pills!!! Hurry!!!",spam
"Hi there, Hey, just finished reading that book you recommended. It was fantastic! The plot twist at the end completely caught me off guard. Any other recommendations?",ham
"Hi, just wanted to let you know that the family reunion is confirmed for August 15th. We've booked the lakehouse for the weekend. Please let everyone know and bring your favorite dish! I appreciate your help. Take care,",ham
"Dear team, Hi, I'm dropping off the kids at school tomorrow morning. Can you pick them up at 3 PM? I have a dentist appointment that I can't reschedule. Don't hesitate to reach out. Regards,",ham
"Hello everyone, Hi, I'm writing to confirm our dinner reservation for Friday at 7 PM. The restaurant is at 123 Main Street. They said they can accommodate dietary restrictions, just let them know in advance. I appreciate your help. Best,",ham
"Dear team, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Let's discuss this further. Thanks,",ham
"Dear Lucky One, BREAKTHROUGH: Scientists discover miracle cure for baldness! Regrow a full head of hair in just 2 weeks. Order your FREE trial bottle today, just pay shipping! Act immediately! *!$$",spam
"Hey, Hey, I saw the photos from your vacation. Looks like you had an amazing time! Where exactly did you stay? I'd love to plan a similar trip. We should catch up soon and you can tell me all about it. Looking forward to hearing from you. See you soon,",ham
"Dear Customer, Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team. This is not a joke! !*!?*",spam
"Hey there, Hey, did you see the game last night? What an incredible comeback! That last-minute goal was unbelievable. We should watch the next match together at the sports bar. Let me know your thoughts. Take care,",ham
"Hello, BREAKTHROUGH: Scientists discover miracle cure for baldness! Regrow a full head of hair in just 2 weeks. Order your FREE trial bottle today, just pay shipping! This offer won't last long. Act immediately!",spam
Greetings! Lose weight fast with our revolutionary diet pill! Celebrities are raving about this amazing product. Get your 30-day supply FREE. Limited stock available! This is NOT spam. Reply ASAP!,spam
"Hey there, Reminder: The office will be closed next Monday for the holiday. Please make sure all urgent tasks are completed by Friday. Enjoy the long weekend! Don't hesitate to reach out.",ham
"Dear User, You are the lucky winner of our weekly sweepstakes! A sum of $250,000 has been allocated to your name. Click here to verify your identity and receive your funds within 48 hours. No credit card required. Don't wait!",spam
"Hello, Your email account will be DELETED in 24 hours unless you verify. Click the verification link below to confirm your identity. This is an automated message from the IT security team. Guaranteed results. Don't wait!",spam
"DEAR FRIEND, YOUR PAYPAL ACCOUNT HAS BEEN LIMITED DUE TO SUSPICIOUS ACTIVITY. PLEASE LOG IN THROUGH THE SECURE LINK BELOW TO RESTORE FULL ACCESS. IGNORING THIS NOTICE WILL RESULT IN PERMANENT ACCOUNT CLOSURE. HURRY!!!",spam
"Dear Winner, CONGRATULATIONS! You've been chosen to receive a brand new iPhone 15 Pro Max absolutely FREE! Just complete a short survey and provide your shipping address. Hurry, only 10 units left! Risk-free trial. Limited time only!",spam
"DEAR VALUED MEMBER, BUY DISCOUNT MEDICATIONS ONLINE! UP TO 80% OFF ON ALL PRESCRIPTIONS. NO PRESCRIPTION NEEDED. FAST DISCREET SHIPPING WORLDWIDE. ORDER NOW AND GET FREE BONUS PILLS! REPLY ASAP!",spam
"Hey there, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Don't hesitate to reach out. Talk soon,",ham
"Hi there, Hi, your appointment with Dr. Smith is confirmed for next Monday at 2:30 PM. Please arrive 15 minutes early to complete the paperwork. If you need to reschedule, call us at least 24 hours in advance. Take care,",ham
"Dear team, Hi team, just a reminder that we have our weekly standup meeting tomorrow at 10 AM. Please prepare your status updates and any blockers you'd like to discuss. See you all in the conference room. Have a great day. See you soon,",ham
"DEAR FRIEND, AMAZING DEAL: BUY ONE GET THREE FREE ON ALL DESIGNER WATCHES! USE CODE FREESHIP FOR FREE WORLDWIDE SHIPPING. SHOP NOW BEFORE STOCKS RUN OUT! THIS IS NOT SPAM. LIMITED TIME ONLY! ?!?",spam
"DEAR FRIEND, YOU ARE THE LUCKY WINNER OF OUR WEEKLY SWEEPSTAKES! A SUM OF $250,000 HAS BEEN ALLOCATED TO YOUR NAME. CLICK HERE TO VERIFY YOUR IDENTITY AND RECEIVE YOUR FUNDS WITHIN 48 HOURS. THIS IS NOT A JOKE! *$?",spam
"Good morning, Here's your weekly digest of top stories. The tech industry saw major developments with new AI regulations. Read the full articles on our website. Regards,",ham
"Good morning, Dear Professor, I wanted to confirm my attendance for the research seminar next week. I've prepared a brief summary of my findings so far. Would it be possible to schedule a 15-minute slot for my presentation? See you soon,",ham
"DEAR VALUED MEMBER, YOUR EMAIL ACCOUNT WILL BE DELETED IN 24 HOURS UNLESS YOU VERIFY. CLICK THE VERIFICATION LINK BELOW TO CONFIRM YOUR IDENTITY. THIS IS AN AUTOMATED MESSAGE FROM THE IT SECURITY TEAM. THIS OFFER WON'T LAST LONG.",spam
